customer_Dependents,internet_InternetService_DSL,internet_StreamingTV,internet_InternetService_Fiber optic,customer_tenure,account_PaperlessBilling,customer_SeniorCitizen,account_Contract_Two year,internet_OnlineSecurity,internet_StreamingMovies,internet_DeviceProtection,account_PaymentMethod_Electronic check,account_Contract_One year,account_Contract_Month-to-month,internet_InternetService_0,internet_OnlineBackup,account_Charges_Monthly,account_Charges_Monthly_Average,internet_TechSupport,Churn
0,0,0,1,11,1,1,0,0,1,0,0,0,1,0,0,84.8,82.44090909090909,0,1
0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,45.2,45.2,0,0
0,0,0,0,72,0,0,1,0,0,0,0,0,0,1,0,25.85,26.00277777777778,0,0
1,0,0,0,34,1,0,0,0,0,0,0,1,0,1,0,25.6,26.974999999999998,0,0
1,0,0,0,29,0,0,0,0,0,0,1,1,0,1,0,20.0,18.622413793103448,0,0
0,0,1,1,56,0,0,0,0,1,0,0,1,0,0,1,100.3,100.25803571428571,0,1
1,1,0,0,5,0,0,0,1,0,0,0,0,1,0,1,64.4,63.379999999999995,1,0
0,1,0,0,18,0,0,0,1,0,1,0,0,1,0,0,33.6,30.575000000000003,0,0
1,0,0,0,20,0,0,0,0,0,0,1,0,1,1,0,20.0,20.8825,0,0
0,0,0,1,2,1,1,0,0,1,0,1,0,1,0,0,79.6,97.525,0,1
1,0,1,1,45,0,0,1,0,1,1,0,0,0,0,0,99.7,102.98555555555556,0,0
0,0,1,1,20,0,1,0,0,1,0,1,0,1,0,1,107.05,108.6025,1,0
0,0,0,0,29,0,0,0,0,0,0,0,1,0,1,0,20.0,20.66551724137931,0,0
0,1,1,0,50,1,0,1,0,1,0,0,0,0,0,1,79.6,80.484,1,0
0,1,1,0,11,1,0,0,0,0,0,0,0,1,0,0,35.8,33.01363636363636,0,0
1,1,1,0,72,1,0,1,1,1,1,0,0,0,0,1,91.95,91.8736111111111,1,0
1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,19.65,16.816666666666666,0,0
0,0,0,1,44,1,0,0,0,0,1,0,0,1,0,1,84.8,87.78522727272728,0,1
0,1,1,0,72,0,0,1,1,1,1,0,0,0,0,0,86.65,84.64236111111111,1,0
0,0,0,1,48,1,0,0,1,1,0,1,0,1,0,0,95.4,92.61041666666667,1,0
0,1,1,0,50,1,1,0,1,0,0,0,0,1,0,1,70.35,69.092,0,0
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,55.55,55.55,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24.75,24.75,0,1
1,1,1,0,36,0,0,0,1,1,1,0,1,0,0,0,60.7,62.07083333333334,1,0
1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,20.25,20.62142857142857,0,0
0,0,1,1,26,1,0,0,0,1,1,1,0,1,0,0,98.35,96.7423076923077,0,1
0,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,20.15,20.12125,0,0
1,1,0,0,72,0,0,1,1,0,1,0,0,0,0,1,72.1,69.67569444444445,1,0
0,1,1,0,63,0,0,1,0,1,1,0,0,0,0,0,79.8,79.90555555555555,1,0
0,0,0,1,2,1,0,0,1,0,0,1,0,1,0,0,80.15,97.275,1,0
1,0,1,1,60,1,0,0,1,0,1,0,1,0,0,0,95.4,96.86666666666666,0,0
1,0,0,0,47,0,0,1,0,0,0,0,0,0,1,0,19.3,18.9468085106383,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.5,20.5,0,1
0,1,1,0,25,1,0,0,1,1,0,0,0,1,0,1,79.0,76.08,1,0
0,0,0,1,4,1,0,0,0,0,0,1,0,1,0,0,75.65,75.5875,0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50.1,50.1,0,1
0,0,0,0,37,0,1,0,0,0,0,0,1,0,1,0,19.6,19.67027027027027,0,0
0,0,0,1,4,1,1,0,0,1,0,1,0,1,0,0,84.6,90.025,0,1
1,1,1,0,72,1,0,1,0,1,1,0,0,0,0,1,75.4,76.11458333333333,0,0
0,0,1,1,67,1,0,0,0,1,1,0,1,0,0,1,105.7,101.7455223880597,0,0
0,1,1,0,59,1,0,0,0,1,0,1,1,0,0,1,80.1,79.5457627118644,1,0
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,70.4,70.4,0,1
0,0,0,1,43,1,0,0,1,1,0,1,0,1,0,1,94.1,95.51860465116279,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.45,19.45,0,1
0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,70.4,70.25,0,1
1,1,0,0,9,0,0,0,1,0,1,0,0,1,0,1,65.0,73.67222222222222,1,1
1,0,0,1,30,0,0,0,0,0,1,0,0,1,0,1,82.05,85.67333333333333,0,0
0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,19.45,17.853846153846153,0,0
0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,1,74.75,72.4,0,0
0,0,0,0,30,0,0,1,0,0,0,0,0,0,1,0,19.05,21.251666666666665,0,0
1,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,30.25,30.7375,1,0
0,0,1,1,63,1,0,1,1,1,1,0,0,0,0,1,110.1,106.43968253968254,1,0
1,0,0,0,48,0,0,1,0,0,0,0,0,0,1,0,23.55,24.444791666666664,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,20.15,20.15,0,0
0,1,0,0,71,1,1,1,1,1,1,0,0,0,0,1,82.7,82.12957746478872,1,0
0,0,0,0,61,0,0,1,0,0,0,0,0,0,1,0,24.4,23.24426229508197,0,0
0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0,20.05,18.830000000000002,0,0
0,1,1,0,46,1,1,0,0,1,1,0,1,0,0,1,59.9,61.231521739130436,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.2,20.2,0,1
0,0,1,1,47,1,0,0,1,1,1,0,1,0,0,0,110.85,112.25106382978724,1,1
0,0,1,1,59,1,0,0,0,1,1,0,1,0,0,0,99.5,101.035593220339,0,1
0,0,0,1,5,1,1,0,0,0,0,1,0,1,0,1,81.0,74.33,0,1
0,0,0,0,26,0,0,0,0,0,0,0,1,0,1,0,19.8,17.588461538461537,0,0
0,1,1,0,40,0,0,0,1,0,0,0,0,1,0,1,65.1,64.65,0,0
1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,60.0,60.0,1,1
1,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,20.25,24.957142857142856,0,0
1,0,1,1,48,1,0,0,1,1,0,0,1,0,0,1,103.25,104.94895833333334,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,19.9,19.9,0,1
1,1,0,0,11,1,0,0,1,0,0,1,0,1,0,0,29.6,31.495454545454546,0,0
1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,19.45,19.9,0,0
0,0,1,1,38,1,1,0,0,1,0,1,0,1,0,0,99.55,98.26973684210526,1,1
1,0,0,0,34,0,0,0,0,0,0,0,0,1,1,0,20.8,18.70294117647059,0,0
1,0,0,0,19,0,0,1,0,0,0,0,0,0,1,0,20.2,20.389473684210525,0,0
0,0,1,1,70,1,1,1,1,1,1,1,0,0,0,1,113.65,110.20928571428571,1,0
0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,68.95,68.95,0,1
0,0,0,1,4,1,0,0,0,1,0,1,0,1,0,0,79.9,81.075,0,1
0,0,0,0,51,0,0,1,0,0,0,0,0,0,1,0,20.65,20.014705882352942,0,0
0,1,1,0,35,1,0,0,1,0,0,0,1,0,0,0,62.15,63.29857142857142,0,0
0,0,0,1,30,1,0,0,0,1,0,0,0,1,0,0,89.9,90.77166666666668,1,0
0,0,0,1,8,1,0,0,0,1,0,1,0,1,0,0,90.25,92.96875,1,0
0,1,0,0,4,1,0,0,0,0,0,1,0,1,0,0,25.15,24.9875,0,0
0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,19.3,18.52,0,0
1,0,0,1,72,1,0,0,1,1,1,0,1,0,0,1,104.9,104.6875,1,0
0,1,0,0,2,1,1,0,0,0,0,1,0,1,0,0,44.7,46.85,0,1
0,0,0,1,23,1,0,0,0,0,0,1,0,1,0,1,79.15,72.9108695652174,0,1
1,0,1,1,50,1,0,0,0,1,1,0,1,0,0,1,103.4,104.728,1,0
1,0,0,0,71,0,0,1,0,0,0,0,0,0,1,0,19.85,18.680985915492958,0,0
0,0,0,1,10,1,0,0,0,0,0,0,0,1,0,1,81.0,81.80499999999999,0,1
0,0,1,1,30,1,0,0,0,1,0,1,0,1,0,1,100.2,99.46000000000001,0,1
0,0,0,1,29,1,0,0,0,0,0,0,0,1,0,1,80.15,78.11206896551724,0,1
0,0,0,1,20,1,1,0,1,0,0,1,0,1,0,0,79.15,76.045,0,1
0,1,0,0,18,0,0,0,0,0,0,0,0,1,0,0,25.15,26.48888888888889,0,0
1,0,1,1,32,0,0,0,1,0,0,1,0,1,0,0,89.6,90.68125,0,0
1,0,0,0,72,1,0,1,0,0,0,0,0,0,1,0,20.1,18.42013888888889,0,0
0,0,1,1,72,1,0,1,0,1,1,0,0,0,0,1,103.75,102.03055555555555,0,0
0,0,0,1,13,1,0,0,0,0,1,1,0,1,0,1,84.45,81.43076923076923,0,1
0,0,1,1,8,1,1,0,0,1,1,1,0,1,0,0,100.6,102.425,0,1
0,0,0,1,25,1,0,0,0,1,0,1,0,1,0,0,84.8,81.738,0,1
0,0,0,1,22,0,1,0,1,0,0,1,0,1,0,1,81.7,82.76818181818182,0,0
0,0,0,0,42,0,0,1,0,0,0,1,0,0,1,0,20.25,19.892857142857142,0,0
0,1,0,0,61,0,0,0,1,0,1,0,1,0,0,1,43.7,44.205737704918036,1,0
1,1,1,0,35,1,0,0,0,1,0,0,1,0,0,0,72.1,71.29,1,0
0,0,0,1,40,0,0,0,0,0,0,0,0,1,0,1,74.8,74.29249999999999,0,0
0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,86.05,86.05,0,1
1,1,1,0,72,1,0,1,1,1,1,0,0,0,0,0,83.3,83.92638888888888,1,0
1,0,1,1,66,1,1,0,1,1,0,0,1,0,0,1,110.6,109.25530303030304,1,0
0,1,0,0,20,1,0,0,0,0,0,0,0,1,0,1,51.8,51.1925,0,0
1,0,0,1,16,1,0,0,0,0,0,0,0,1,0,1,79.95,79.246875,0,0
0,0,1,1,46,0,0,0,0,1,0,0,0,1,0,0,96.05,95.6413043478261,0,1
0,0,1,1,72,1,1,1,1,1,1,1,0,0,0,1,112.4,111.76180555555555,0,0
1,0,0,0,19,1,0,0,0,0,0,0,0,1,1,0,24.1,23.11578947368421,0,0
1,0,1,1,29,0,0,0,1,1,0,0,0,1,0,0,94.65,91.35000000000001,0,1
0,0,1,1,65,1,1,0,0,1,1,0,1,0,0,1,103.15,104.49923076923076,0,0
0,0,0,1,67,0,1,0,1,0,0,0,0,1,0,1,83.85,83.41492537313434,0,0
0,1,0,0,39,1,0,1,0,0,0,0,0,0,0,0,49.8,50.542307692307695,1,0
0,0,0,0,72,0,0,1,0,0,0,0,0,0,1,0,25.0,25.683333333333334,0,0
0,1,0,0,47,0,0,1,1,0,1,0,0,0,0,0,41.9,39.898936170212764,1,0
0,0,1,1,65,1,0,0,1,0,0,0,1,0,0,1,100.15,102.20769230769231,1,0
0,0,1,1,56,0,1,0,0,1,1,1,0,1,0,1,104.75,104.30982142857144,0,0
0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,86.0,86.0,0,1
0,0,0,1,37,1,1,0,0,0,0,1,0,1,0,0,76.5,77.51756756756757,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,44.9,44.9,0,1
0,0,1,1,6,1,1,0,0,1,0,1,0,1,0,0,89.35,94.63333333333333,0,0
0,1,0,0,56,0,1,1,1,1,1,0,0,0,0,0,73.25,72.39642857142857,1,0
1,0,1,1,40,1,0,0,0,0,1,1,1,0,0,0,85.05,83.89125,0,0
0,0,0,1,5,1,0,0,1,1,0,1,0,1,0,0,89.15,82.65,0,0
0,0,1,1,70,1,0,1,1,1,0,0,0,0,0,0,104.0,103.57357142857143,1,1
0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,73.85,65.46666666666667,0,0
1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,59.5,65.25,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,44.1,44.1,0,1
1,1,1,0,58,1,0,1,0,1,1,0,0,0,0,0,55.5,54.601724137931036,1,0
0,0,0,1,13,1,0,0,1,0,0,0,0,1,0,0,73.75,73.58846153846153,0,0
0,0,0,0,10,0,0,0,0,0,0,1,0,1,1,0,20.0,18.54,0,0
1,0,1,1,66,1,1,0,1,1,1,1,1,0,0,1,116.25,119.125,1,0
0,0,0,1,56,1,0,0,0,1,0,1,1,0,0,0,80.9,81.38392857142857,0,0
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,69.65,69.65,0,1
0,1,0,0,71,1,0,1,1,0,1,0,0,0,0,1,47.6,47.57464788732395,1,0
0,1,0,0,56,1,0,0,1,0,0,0,1,0,0,1,64.65,65.45625,1,0
0,0,1,1,24,1,0,0,0,1,0,1,0,1,0,0,90.35,93.27083333333333,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.0,20.0,0,1
1,1,0,0,55,1,0,0,1,1,0,0,1,0,0,1,75.75,77.53181818181818,1,0
1,0,0,0,42,0,0,1,0,0,0,0,0,0,1,0,20.7,19.73452380952381,0,0
1,0,1,1,42,1,0,0,0,1,1,1,0,1,0,0,92.15,92.27142857142857,0,0
0,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,19.6,21.457142857142856,0,0
1,1,0,0,10,1,1,0,0,1,0,0,0,1,0,0,34.55,36.260000000000005,0,0
1,0,0,0,22,0,0,1,0,0,0,0,0,0,1,0,25.25,25.245454545454546,0,0
1,0,0,1,32,1,0,0,0,0,0,0,0,1,0,0,69.75,73.371875,0,1
0,0,0,0,39,1,0,1,0,0,0,0,0,0,1,0,20.45,20.256410256410255,0,0
0,0,0,1,57,0,1,1,1,1,1,0,0,0,0,0,101.3,101.39649122807018,1,0
0,0,1,1,8,1,1,0,0,0,0,1,0,1,0,1,87.1,89.2,0,0
0,1,0,0,63,0,0,0,1,0,1,1,1,0,0,1,71.5,72.63968253968254,1,0
1,1,1,0,61,1,0,1,0,1,1,0,0,0,0,1,61.45,61.49426229508197,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,19.8,19.8,0,1
0,0,0,0,50,1,0,0,0,0,0,0,1,0,1,0,19.35,20.66,0,0
0,0,0,0,11,0,1,0,0,0,0,0,0,1,1,0,19.95,19.522727272727273,0,1
1,0,0,0,35,0,0,1,0,0,0,0,0,0,1,0,25.45,23.12142857142857,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,20.15,20.15,0,1
1,1,1,0,72,0,0,1,1,0,1,0,0,0,0,1,80.2,79.36388888888888,1,0
0,0,1,1,29,0,1,0,0,1,0,1,0,1,0,0,98.65,98.71551724137932,1,1
0,1,0,0,29,0,0,0,0,1,1,0,1,0,0,1,70.9,67.7448275862069,0,0
0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,19.35,25.21,0,1
0,1,1,0,11,1,0,0,0,0,1,1,1,0,0,0,41.6,42.78181818181818,0,1
1,1,1,0,54,1,0,0,0,0,0,1,1,0,0,1,70.7,69.81481481481481,1,0
0,0,0,1,49,1,1,0,0,1,1,0,1,0,0,1,89.85,87.4938775510204,0,0
0,0,1,1,72,0,1,1,0,1,1,0,0,0,0,1,109.7,109.70069444444444,1,0
1,0,0,1,9,1,0,0,0,0,1,0,0,1,0,0,79.35,73.47222222222223,0,1
0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,94.6,94.6,0,1
1,0,1,1,31,1,0,0,0,0,0,0,0,1,0,0,86.55,87.01290322580645,0,1
0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,84.6,84.6,0,0
1,0,1,1,56,1,1,0,1,1,1,0,1,0,0,0,104.55,103.47589285714285,0,1
1,1,1,0,70,0,0,1,1,0,1,0,0,0,0,0,68.95,69.41,0,0
0,0,0,1,55,0,1,0,0,0,1,1,0,1,0,1,90.45,91.72363636363637,1,0
0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,53.4,62.9,0,1
1,0,0,1,5,1,0,0,1,0,1,1,0,1,0,0,84.5,90.75,0,1
1,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,69.65,73.36666666666666,0,1
0,1,1,0,26,1,0,1,0,1,1,0,0,0,0,1,73.5,73.29615384615384,0,0
0,1,0,0,25,1,0,0,0,1,0,0,0,1,0,1,65.8,67.186,1,0
0,1,0,0,15,1,0,0,0,0,0,0,0,1,0,1,58.6,62.64666666666667,1,1
0,1,0,0,31,1,0,0,0,0,0,0,0,1,0,0,49.2,48.34032258064516,1,0
0,0,1,1,2,1,0,0,0,0,1,1,0,1,0,0,91.45,85.725,0,0
0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,53.55,53.55,0,1
0,1,0,0,18,0,0,0,1,0,0,0,0,1,0,0,56.25,53.88055555555556,0,0
0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0,95.5,90.825,0,0
0,1,1,0,13,1,0,0,1,1,0,1,0,1,0,0,71.95,71.06538461538462,0,0
0,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,19.1,19.5025,0,0
0,0,0,0,17,0,1,0,0,0,0,0,1,0,1,0,20.65,19.447058823529414,0,0
0,0,0,0,10,1,0,0,0,0,0,0,0,1,1,0,19.9,19.945,0,0
1,0,1,1,61,1,0,0,0,1,1,1,1,0,0,0,99.9,102.31721311475411,0,0
0,1,0,0,27,0,0,0,0,0,1,1,0,1,0,0,59.45,59.69074074074074,1,0
0,1,0,0,60,0,0,1,1,0,0,0,0,0,0,1,37.7,38.144999999999996,1,0
0,1,1,0,64,1,0,0,1,0,0,0,1,0,0,0,66.15,68.6328125,0,0
0,1,1,0,28,1,0,0,0,0,1,0,0,1,0,0,59.55,58.801785714285714,0,0
1,0,0,0,11,1,0,0,0,0,0,0,0,1,1,0,19.25,16.39090909090909,0,1
1,0,1,1,34,1,0,0,0,1,0,0,0,1,0,1,97.7,100.29411764705883,0,0
0,0,0,1,36,1,1,0,0,0,0,0,0,1,0,0,74.9,73.8736111111111,0,0
0,1,1,0,35,0,0,0,0,1,1,1,0,1,0,0,49.2,48.61857142857143,0,0
0,0,0,0,22,0,0,1,0,0,0,0,0,0,1,0,26.25,27.54090909090909,0,0
0,0,0,1,4,1,0,0,0,1,0,1,0,1,0,1,88.95,88.8,0,1
1,0,0,1,4,1,0,0,0,1,0,1,0,1,0,0,85.95,95.325,0,1
1,0,0,0,43,0,0,0,0,0,0,0,1,0,1,0,20.0,19.022093023255817,0,0
1,0,0,0,70,0,0,1,0,0,0,0,0,0,1,0,20.35,20.83,0,0
1,1,0,0,15,0,0,0,1,0,1,0,1,0,0,1,65.6,67.33333333333333,1,0
0,1,1,0,3,1,0,0,1,0,0,0,0,1,0,0,64.4,65.21666666666667,1,0
1,1,0,0,7,0,0,0,0,0,1,1,0,1,0,0,48.7,48.607142857142854,0,1
0,0,1,1,35,1,1,0,0,1,1,1,0,1,0,0,101.4,99.89428571428572,0,1
0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,44.6,40.275,0,1
1,0,0,0,29,0,0,0,0,0,0,0,1,0,1,0,19.85,18.45,0,0
0,1,1,0,72,1,0,1,1,1,1,0,0,0,0,1,63.7,62.01111111111111,1,0
0,0,1,1,27,1,0,0,0,1,0,0,0,1,0,0,94.55,100.91111111111111,0,1
0,1,1,0,71,1,0,1,1,1,1,0,0,0,0,1,84.4,84.07464788732395,1,0
0,1,1,0,30,0,0,0,1,0,1,0,1,0,0,1,74.65,76.95333333333333,1,0
0,1,0,0,19,1,1,0,0,0,1,0,0,1,0,1,34.3,30.376315789473683,0,0
1,0,0,0,56,0,0,1,0,0,0,0,0,0,1,0,24.15,25.040178571428573,0,0
0,0,0,0,36,0,0,0,0,0,0,0,1,0,1,0,20.85,20.001388888888886,0,0
1,1,0,0,57,0,0,0,1,0,0,0,0,1,0,1,65.2,64.69912280701755,1,0
0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,69.6,69.13333333333334,0,0
0,0,1,1,52,1,0,0,0,1,0,0,0,1,0,1,102.7,98.8096153846154,1,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,20.0,20.45,0,0
0,1,0,0,17,0,0,0,0,0,0,0,0,1,0,0,25.1,22.51764705882353,0,0
0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,75.35,75.35,0,1
0,0,0,1,68,1,1,0,0,1,1,1,0,1,0,1,95.9,95.63529411764705,0,0
0,0,0,0,57,0,0,1,0,0,0,0,0,0,1,0,20.75,19.628070175438594,0,0
1,1,0,0,72,0,0,1,1,0,0,0,0,0,0,0,55.3,55.327777777777776,0,0
0,0,0,1,26,1,0,0,0,0,1,0,0,1,0,0,84.3,87.75384615384615,1,0
1,1,0,0,14,0,0,1,1,1,1,0,0,0,0,1,76.1,75.34285714285714,1,0
0,0,1,1,30,0,0,0,0,1,1,1,0,1,0,0,100.45,103.23,0,0
0,1,0,0,66,0,0,0,0,0,0,0,1,0,0,0,29.45,30.047727272727276,1,0
0,0,1,1,49,1,0,0,1,0,0,0,0,1,0,1,93.85,96.59387755102041,0,0
1,0,0,0,15,0,0,0,0,0,0,0,1,0,1,0,20.35,22.396666666666665,0,0
0,1,1,0,71,0,0,1,0,1,1,0,0,0,0,1,84.2,83.8992957746479,1,0
0,0,0,0,39,0,0,1,0,0,0,0,0,0,1,0,20.7,19.55,0,0
1,1,1,0,67,0,0,1,1,0,1,0,0,0,0,1,54.2,54.08880597014925,1,0
1,1,0,0,31,0,0,0,0,0,1,0,0,1,0,0,54.35,53.12903225806452,1,0
0,0,1,1,50,1,0,1,1,1,0,1,0,0,0,1,109.65,111.023,1,1
0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,19.95,18.742307692307694,0,0
1,0,0,1,47,1,0,0,1,1,1,1,1,0,0,1,96.1,93.43510638297872,0,0
0,1,0,0,10,0,0,0,0,0,1,0,0,1,0,0,29.5,25.525,0,1
0,0,0,1,23,0,0,0,0,0,1,1,0,1,0,1,84.25,85.5695652173913,0,0
1,0,0,0,57,0,0,0,0,0,0,0,1,0,1,0,19.4,18.62456140350877,0,0
0,0,1,1,56,1,0,0,0,0,0,0,0,1,0,0,85.6,87.55,0,0
0,0,0,0,10,1,0,0,0,0,0,0,0,1,1,0,24.5,27.014999999999997,0,0
1,1,0,0,30,0,0,0,1,1,0,0,0,1,0,0,66.3,64.11666666666666,1,0
0,0,1,1,43,1,1,0,0,0,0,1,0,1,0,0,84.85,84.78139534883721,0,0
0,1,1,0,54,0,1,0,1,1,0,0,1,0,0,1,82.45,80.55740740740741,1,1
1,0,0,1,9,1,0,0,0,0,0,1,0,1,0,0,75.85,71.94444444444444,1,0
0,0,0,1,27,1,0,0,0,0,1,1,0,1,0,0,81.3,84.17777777777779,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,1,1,0,18.9,17.3825,0,0
0,0,0,1,7,1,0,0,0,0,0,1,0,1,0,0,69.35,64.44285714285715,0,1
0,1,0,0,6,0,0,0,0,0,0,1,0,1,0,0,44.75,45.15833333333333,0,1
1,0,1,1,51,0,0,0,1,1,0,0,1,0,0,1,110.05,111.49803921568626,1,0
0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,70.7,70.35,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,20.05,20.05,0,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,70.7,70.7,0,0
0,1,1,0,38,0,0,0,1,1,1,0,1,0,0,1,84.1,83.88552631578948,0,0
0,0,0,1,11,1,0,0,0,0,0,0,0,1,0,1,75.9,78.76363636363637,0,0
0,0,1,1,56,1,0,0,0,1,1,1,1,0,0,1,106.8,105.61428571428571,0,0
0,0,1,1,72,1,0,1,1,1,1,0,0,0,0,1,113.65,113.64930555555556,1,0
0,0,0,0,13,0,0,0,0,0,0,0,1,0,1,0,20.2,21.01923076923077,0,0
0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,75.55,75.55,0,0
0,0,0,1,7,1,0,0,0,0,0,0,0,1,0,0,69.2,68.22142857142858,0,0
0,0,0,0,51,0,0,1,0,0,0,0,0,0,1,0,25.5,25.122549019607842,0,0
0,1,0,0,29,1,1,0,1,1,1,1,0,1,0,0,45.0,42.36724137931035,0,0
1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,50.15,50.15,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20.6,20.6,0,1
0,1,1,0,26,0,0,0,1,1,0,0,1,0,0,0,75.0,73.39807692307691,1,0
0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,1,105.35,107.75,0,1
1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,75.35,75.35,0,1
1,0,1,1,67,0,0,1,1,1,0,0,0,0,0,0,106.7,104.61940298507463,1,0
0,0,1,1,65,1,0,0,1,1,1,1,0,1,0,0,105.05,106.38384615384615,0,0
1,0,1,1,43,1,0,0,1,1,0,0,1,0,0,1,106.0,105.40232558139536,1,0
0,1,1,0,39,1,0,0,0,1,1,1,0,1,0,0,50.75,51.57435897435898,0,1
1,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,20.35,21.233333333333334,0,0
1,0,0,1,30,1,0,0,0,0,0,0,0,1,0,1,83.55,85.67333333333333,1,0
1,1,0,0,32,0,0,0,1,0,0,0,0,1,0,1,61.4,58.2703125,1,0
1,1,0,0,25,0,0,0,0,0,1,0,1,0,0,1,53.65,54.218,0,0
0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,19.75,20.442307692307693,0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,19.9,15.25,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,20.25,18.4,0,0
1,1,0,0,67,1,0,1,1,0,0,0,0,0,0,1,54.2,57.286567164179104,0,0
1,0,1,1,66,1,1,0,0,1,1,1,1,0,0,1,108.45,107.21742424242424,1,0
1,1,0,0,4,0,0,0,1,0,0,1,0,1,0,0,50.3,54.275,0,0
1,1,0,0,50,1,0,0,1,1,1,0,1,0,0,1,80.05,80.844,1,0
0,1,1,0,60,1,0,0,0,1,0,1,0,1,0,1,50.8,50.45666666666667,0,1
0,0,1,1,64,1,0,0,0,1,1,0,1,0,0,0,104.65,107.653125,1,0
0,0,0,0,59,0,0,1,0,0,0,1,0,0,1,0,24.45,25.306779661016947,0,0
0,0,0,1,51,0,0,0,0,1,0,0,0,1,0,0,83.4,81.36176470588235,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,45.3,45.3,0,1
0,1,0,0,10,0,0,0,0,1,0,0,1,0,0,1,64.9,68.55499999999999,1,0
1,1,0,0,17,1,0,0,1,0,0,0,0,1,0,0,55.35,54.14705882352941,1,0
0,1,1,0,18,1,0,0,0,0,1,1,0,1,0,0,39.05,37.21388888888889,0,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,20.65,20.65,0,0
0,0,1,1,58,1,0,1,1,1,1,0,0,0,0,1,109.45,105.94051724137931,0,1
0,0,1,1,59,1,0,1,0,1,0,0,0,0,0,1,100.05,102.285593220339,1,0
0,0,1,1,2,1,0,0,1,0,0,1,0,1,0,1,91.15,84.25,0,0
0,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0,56.35,57.550000000000004,1,0
